Country Code,City,Longitude,Latitude,Cuisines,Average Cost for two,Has Table booking,Has Online delivery,Is delivering now,Price range,Aggregate rating,Votes
1,Ahmedabad,72.5239649,23.04850469,"North Indian, Chinese, Continental, Desserts, Fast Food, Sandwich",600,0,1,0,2,3.8,432
1,Ahmedabad,72.53774978,23.04619268,"Italian, Fast Food",700,0,1,0,2,4.3,744
1,Ahmedabad,72.5498285,23.0437235,"Cafe, Beverages, Desserts, Pizza",700,0,1,0,2,4.0,404
1,Ahmedabad,72.5504755,23.0443367,"Cafe, Italian",600,0,1,0,2,4.4,317
1,Ahmedabad,72.5072645,23.0117723,"North Indian, Continental, Beverages, Italian, Burger, Healthy Food, Mediterranean",950,0,1,0,3,4.5,1138
1,Ahmedabad,72.5181257,23.0534466,"Continental, Italian, Chinese",1200,0,0,0,3,4.1,1041
1,Ahmedabad,72.5222172,23.0640914,"North Indian, Italian, Asian, South Indian",1200,0,0,0,3,4.1,192
1,Ahmedabad,72.5281083,23.0418026,"Cafe, American, Continental, Armenian, Fast Food",550,0,1,0,2,3.9,166
1,Ahmedabad,72.5434513,23.0285142,Continental,1200,0,0,0,3,4.0,535
1,Allahabad,81.834502,25.454648,"North Indian, South Indian, Fast Food",500,0,0,0,3,3.4,57
1,Allahabad,81.83316667,25.45343611,"Cafe, Fast Food",350,0,0,0,2,3.3,76
1,Allahabad,81.832616,25.451517,"North Indian, Street Food, Fast Food",500,0,0,0,3,3.2,51
1,Allahabad,0.0,0.0,"North Indian, Chinese",600,0,0,0,3,3.4,99
1,Allahabad,81.835585,25.457687,"North Indian, Chinese",600,0,0,0,3,3.4,83
1,Allahabad,0.0,0.0,"North Indian, South Indian, Chinese",600,0,0,0,3,3.4,18
1,Allahabad,81.839744,25.449659,"American, Fast Food",500,0,0,0,3,3.4,58
1,Allahabad,81.834279,25.450329,Fast Food,400,0,0,0,2,3.3,53
1,Allahabad,0.0,0.0,"North Indian, Mughlai",800,0,0,0,3,3.2,6
1,Allahabad,0.0,0.0,"Italian, Pizza",700,0,0,0,3,3.4,35
1,Allahabad,0.0,0.0,"Fast Food, American, Salad, Healthy Food",400,0,0,0,2,3.4,32
1,Allahabad,81.860187,25.443994,"North Indian, Chinese",500,0,0,0,3,3.2,151
1,Allahabad,81.83279631,25.45164569,"North Indian, Chinese, Italian",0,0,0,0,1,3.3,49
1,Allahabad,81.834841,25.459775,"South Indian, Chinese",500,0,0,0,3,3.4,106
1,Allahabad,81.83616667,25.44987222,"Continental, Italian",1000,0,0,0,4,3.6,59
1,Allahabad,81.834236,25.450377,North Indian,200,0,0,0,1,3.7,105
1,Allahabad,81.841889,25.45235,"North Indian, Fast Food",500,0,0,0,3,3.5,105
1,Allahabad,81.83168056,25.45031667,"Desserts, Fast Food",500,0,0,0,3,3.6,57
1,Allahabad,81.859682,25.457116,"South Indian, North Indian, Chinese, Continental",400,0,0,0,2,3.5,134
1,Allahabad,81.834492,25.454697,"Mughlai, North Indian, Chinese",800,0,0,0,3,3.3,58
1,Amritsar,74.884359,31.64362,"North Indian, Chinese",700,0,0,0,2,3.4,345
1,Amritsar,74.884384,31.644532,North Indian,300,0,0,0,1,3.9,151
1,Amritsar,0.0,0.0,Beverages,100,0,0,0,1,4.0,52
1,Amritsar,74.875878,31.635658,"North Indian, Mughlai",800,0,0,0,3,3.4,122
1,Amritsar,74.87575556,31.63488333,Street Food,150,0,0,0,1,3.6,56
1,Amritsar,74.875828,31.635671,North Indian,300,0,0,0,1,3.5,91
1,Amritsar,0.0,0.0,"Cafe, Bakery, Fast Food",500,0,0,0,2,3.4,26
1,Amritsar,74.86276111,31.65558889,"North Indian, Mughlai, Chinese",1200,0,0,0,3,3.4,98
1,Amritsar,74.86299167,31.65044167,"Fast Food, Italian",400,0,0,0,2,3.5,111
1,Amritsar,74.8649101,31.6466891,"North Indian, Chinese",700,0,0,0,2,3.6,51
1,Amritsar,74.86416667,31.65319167,"North Indian, Street Food",200,0,0,0,1,3.9,206
1,Amritsar,74.87981389,31.62404722,"North Indian, South Indian, Chinese, Fast Food",600,0,0,0,2,3.4,44
1,Amritsar,74.87461944,31.62394722,"North Indian, Fast Food",500,0,0,0,2,3.7,94
1,Amritsar,74.87833333,31.62615278,"North Indian, Fast Food",500,0,0,0,2,3.5,461
1,Amritsar,74.877666,31.625981,North Indian,500,0,0,0,2,3.8,276
1,Amritsar,74.87957778,31.62261111,North Indian,400,0,0,0,2,3.8,71
1,Amritsar,0.0,0.0,Mithai,100,0,0,0,1,4.1,104
1,Amritsar,74.873005,31.624386,North Indian,500,0,0,0,2,4.1,878
1,Amritsar,74.883997,31.641991,North Indian,500,0,0,0,2,3.8,192
1,Amritsar,74.877002,31.644818,North Indian,1000,0,0,0,3,3.5,96
1,Amritsar,0.0,0.0,Fast Food,150,0,0,0,1,4.1,140
1,Aurangabad,75.34601667,19.87621944,"North Indian, Chinese, Continental, Italian",800,0,0,0,3,3.6,240
1,Aurangabad,0.0,0.0,"Italian, Continental, Chinese, North Indian",850,0,0,0,3,3.3,65
1,Aurangabad,75.35394167,19.87473333,"North Indian, Chinese",600,0,0,0,2,3.3,63
1,Aurangabad,75.340775,19.87610556,Pizza,700,0,0,0,2,3.1,19
1,Aurangabad,75.3671268,19.8755223,"North Indian, South Indian",350,0,0,0,2,3.4,46
1,Aurangabad,75.360232,19.874449,"South Indian, North Indian, Chinese, Fast Food",450,0,0,0,2,3.4,75
1,Aurangabad,75.358888,19.875908,"North Indian, Chinese, Continental, Italian, Mexican",1800,0,0,0,4,3.4,94
1,Aurangabad,75.36479167,19.87642778,"Italian, Fast Food, North Indian, Chinese",500,0,0,0,2,3.3,47
1,Aurangabad,75.3684187,19.874103,North Indian,500,0,0,0,2,3.4,71
1,Aurangabad,75.316722,19.875337,"Continental, Chinese, Biryani, North Indian",1000,0,0,0,3,3.6,73
1,Aurangabad,0.0,0.0,"Juices, Desserts",300,0,0,0,1,3.5,21
1,Aurangabad,75.32340278,19.87963056,"South Indian, Chinese, North Indian",400,0,0,0,2,3.3,46
1,Aurangabad,75.32350278,19.88025556,"Mughlai, Biryani",700,0,0,0,2,3.3,45
1,Aurangabad,75.322405,19.875016,Maharashtrian,450,0,0,0,2,3.4,34
1,Aurangabad,75.317475,19.87802778,North Indian,450,0,0,0,2,3.7,89
1,Aurangabad,0.0,0.0,"Cafe, Mughlai, North Indian",400,0,0,0,2,3.2,8
1,Aurangabad,75.37235278,19.87699444,Mughlai,650,0,0,0,2,3.4,39
1,Aurangabad,75.321461,19.888716,"North Indian, Mughlai",600,0,0,0,2,3.3,74
1,Aurangabad,75.31889444,19.86696944,"North Indian, Chinese, South Indian, Fast Food",450,0,0,0,2,3.3,76
1,Aurangabad,0.0,0.0,"North Indian, Hyderabadi",500,0,0,0,2,3.3,71
1,Bangalore,77.61542793,12.93328392,"North Indian, Mughlai",1300,1,1,0,3,4.1,2416
1,Bangalore,77.64539558,12.97022064,Asian,2400,1,1,0,4,4.7,2369
1,Bangalore,77.64070876,12.9791658,"Italian, American, Pizza",2000,0,0,0,4,4.8,10934
1,Bangalore,77.64048882,12.98041024,"European, Continental",1300,1,0,0,3,3.9,1354
1,Bangalore,77.645748,12.970324,Modern Indian,1500,0,1,0,3,4.2,231
1,Bangalore,77.64062494,12.97909556,"Bakery, Desserts, Cafe",800,0,0,0,2,4.0,3533
1,Bangalore,77.64368467,12.97845292,"Pizza, Cafe, Italian",600,0,1,0,2,4.3,1413
1,Bangalore,77.59679094,12.90622878,"Pizza, Cafe, Italian",600,0,0,0,2,4.6,781
1,Bangalore,77.615797,12.934179,"Continental, American, Italian, North Indian, Chinese, Cafe",950,0,0,0,2,4.7,276
1,Bangalore,77.61429269,12.93329764,"American, Burger, Cafe",800,0,1,0,2,4.7,9667
1,Bangalore,77.61615515,12.93436454,"North Indian, European, Mediterranean",1400,1,0,0,3,4.1,5385
1,Bangalore,77.625999,12.939496,"North Indian, Chinese, Italian, Street Food, Desserts",400,0,1,0,1,4.3,753
1,Bangalore,77.61413042,12.93566181,"Continental, American",1500,0,0,0,3,4.5,1288
1,Bangalore,77.6993861,12.94993396,"European, Mediterranean, North Indian",1400,0,0,0,3,4.6,6907
1,Bangalore,77.696664,12.97537691,"Asian, Mediterranean, North Indian",1200,1,0,0,3,4.4,983
1,Bangalore,77.5709967,13.0291977,"Pizza, Cafe, Italian",600,0,0,0,2,4.6,627
1,Bangalore,77.60817859,12.97253153,Continental,1200,0,0,0,3,4.2,334
1,Bangalore,77.68323686,12.91304096,"Finger Food, North Indian, Italian, Continental, Thai, South Indian",1800,1,1,0,3,4.5,5705
1,Bangalore,77.6784,12.914264,"Continental, Italian, North Indian",1400,0,0,0,3,3.9,405
1,Bangalore,77.5960137,12.9721612,Modern Indian,1500,0,0,0,3,4.4,754
1,Bhopal,77.419399,23.211529,"Cafe, Chinese, North Indian",200,0,0,0,1,3.3,51
1,Bhopal,0.0,0.0,Cafe,600,0,0,0,2,3.4,63
1,Bhopal,77.435361,23.214294,Fast Food,250,0,0,0,1,4.9,427
1,Bhopal,77.41722744,23.18499152,"North Indian, Chinese",700,0,0,0,2,3.9,126
1,Bhopal,77.434976,23.214459,Fast Food,500,0,0,0,2,4.2,223
1,Bhopal,77.429989,23.232357,"North Indian, Chinese",1000,0,0,0,3,4.0,257
1,Bhopal,0.0,0.0,Chinese,1000,0,0,0,3,4.0,103
1,Bhopal,77.429845,23.232537,Pizza,650,0,0,0,2,4.1,118
1,Bhopal,0.0,0.0,"Cafe, Fast Food",600,0,0,0,2,3.8,98
1,Bhopal,77.3796051,23.26626099,Bakery,500,0,0,0,2,3.8,33
1,Bhopal,77.433571,23.233219,"North Indian, Chinese, South Indian, Fast Food",550,0,0,0,2,3.5,175
1,Bhopal,0.0,0.0,"Pizza, Italian, Fast Food",500,0,0,0,2,3.6,111
1,Bhopal,77.43702042,23.23079116,"Fast Food, Mexican, Tex-Mex",350,0,0,0,2,3.6,20
1,Bhopal,0.0,0.0,Fast Food,500,0,0,0,2,4.1,103
1,Bhopal,77.434007,23.234249,"North Indian, South Indian, Street Food, Bakery",400,0,0,0,2,4.4,243
1,Bhopal,77.408236,23.264015,"North Indian, South Indian, Street Food, Bakery",400,0,0,0,2,4.1,238
1,Bhopal,77.373573,23.218998,North Indian,1800,0,0,0,4,4.3,128
1,Bhopal,77.401663,23.234631,South Indian,500,0,0,0,2,3.9,161
1,Bhopal,0.0,0.0,"Italian, Mexican, Chinese",900,0,0,0,3,3.8,79
1,Bhopal,77.398886,23.235123,Fast Food,500,0,0,0,2,4.3,120
1,Bhubaneshwar,0.0,0.0,Cafe,500,0,0,0,2,3.9,289
1,Bhubaneshwar,85.846838,20.286333,Chinese,550,0,0,0,2,4.1,379
1,Bhubaneshwar,0.0,0.0,"Mediterranean, Asian, Continental, North Indian, Arabian",1200,0,0,0,3,4.6,154
1,Bhubaneshwar,85.81781287,20.32553933,"Cafe, Charcoal Grill, Steak",600,0,0,0,2,4.5,145
1,Bhubaneshwar,85.81856667,20.32634444,"Fast Food, North Indian, Chinese",500,0,0,0,2,3.9,247
1,Bhubaneshwar,0.0,0.0,Chinese,500,0,0,0,2,4.0,145
1,Bhubaneshwar,85.83394811,20.31149633,"North Indian, Asian, European",850,0,0,0,2,3.7,118
1,Bhubaneshwar,85.819178,20.301785,"Cafe, Italian, Mexican, Bakery",1400,0,0,0,3,4.1,256
1,Bhubaneshwar,85.80823611,20.34306944,"North Indian, Chinese",450,0,0,0,1,3.6,173
1,Bhubaneshwar,85.82272222,20.353675,"North Indian, Chinese, Mexican, Beverages",600,0,0,0,2,3.8,424
1,Bhubaneshwar,85.825257,20.35324774,"Chinese, North Indian, Cafe",450,0,0,0,1,3.7,338
1,Bhubaneshwar,85.82685,20.35299167,"Mughlai, Chinese, North Indian",500,0,0,0,2,3.7,228
1,Bhubaneshwar,85.82599327,20.35343289,"Cafe, Chinese, Fast Food, Seafood",450,0,0,0,1,3.8,253
1,Bhubaneshwar,85.82289287,20.34347604,"North Indian, Chinese, Continental",900,0,0,0,2,4.0,90
1,Bhubaneshwar,85.81112333,20.34314407,Cafe,400,0,0,0,1,4.0,197
1,Bhubaneshwar,0.0,0.0,"Italian, Cafe, Chinese, Continental",800,0,0,0,2,4.3,69
1,Bhubaneshwar,85.82225987,20.35348061,"North Indian, Rajasthani",300,0,0,0,1,4.1,199
1,Bhubaneshwar,85.84295925,20.29322917,"Cafe, Tea",500,0,0,0,2,3.8,56
1,Bhubaneshwar,85.84516996,20.29575519,"Chinese, North Indian",900,0,0,0,2,4.2,49
1,Bhubaneshwar,85.818494,20.292363,Chinese,1500,0,0,0,3,4.3,345
1,Bhubaneshwar,85.82669624,20.28398889,"Asian, Continental",400,0,0,0,1,3.5,89
1,Chandigarh,76.801234,30.71005476,"North Indian, Chinese, Continental, Pizza",850,0,1,1,2,3.7,665
1,Chandigarh,76.8009555,30.7050693,"American, Cafe",1600,0,0,0,3,4.2,676
1,Chandigarh,76.8007752,30.7056682,"Mexican, American, Italian",1400,0,1,0,3,4.3,970
1,Chandigarh,76.80064,30.7056102,"Japanese, Chinese, Thai, Malaysian, Burmese, Asian",1600,0,0,0,3,4.1,300
1,Chandigarh,76.8008653,30.7051482,"Continental, Italian, Thai, Finger Food",1400,0,0,0,3,4.0,428
1,Chandigarh,76.8009555,30.705775,"North Indian, Continental, Asian",1200,0,0,0,3,4.0,1022
1,Chandigarh,76.8051917,30.7257045,"North Indian, Chinese",1300,0,0,0,3,4.5,1450
1,Chandigarh,76.8063634,30.7249431,"American, Tex-Mex",1800,0,0,0,3,4.3,228
1,Chandigarh,76.801316,30.7194841,North Indian,700,0,0,0,2,3.8,982
1,Chandigarh,76.76560555,30.72476574,"North Indian, Chinese, Continental, Italian, Burger",1000,0,1,0,3,3.4,502
1,Chandigarh,76.76055595,30.72152328,"Bakery, Desserts, Cafe",650,0,0,0,2,4.1,698
1,Chandigarh,76.7606106,30.7216086,"Cafe, Bakery",650,0,0,0,2,4.1,397
1,Chandigarh,76.76028337,30.72137975,"Burger, Fast Food, Desserts, Beverages",450,0,1,0,1,4.0,265
1,Chandigarh,76.75984483,30.72114167,"Mexican, Fast Food",600,0,1,0,2,4.2,252
1,Chandigarh,76.8009793,30.7306181,"Mughlai, North Indian",800,0,0,0,2,3.3,86
1,Chandigarh,76.7976205,30.7334795,Italian,2200,0,0,0,4,4.4,817
1,Chandigarh,76.7978909,30.740827,"Burger, Fast Food",500,0,1,0,2,4.5,249
1,Chandigarh,76.7972148,30.7408896,"Desserts, American",600,0,0,0,2,4.0,356
1,Chennai,80.250744,13.0058006,"European, Italian, Desserts",800,1,1,0,2,4.2,1810
1,Chennai,80.2206723,13.0864385,"North Indian, Chinese, Arabian",800,1,1,0,2,3.8,519
1,Chennai,80.2191037,13.0918088,"Continental, Cafe, Italian, Desserts",750,1,1,0,2,4.4,1504
1,Chennai,80.20881157,13.02977985,"North Indian, Mughlai, Chinese, South Indian",850,1,1,0,2,4.2,841
1,Chennai,80.264151,13.058616,"Mexican, American, Tex-Mex, Burger",1700,1,1,0,3,4.8,1262
1,Chennai,80.25722075,13.05434714,"Cafe, European",450,0,1,0,1,4.2,191
1,Chennai,80.24851944,13.08187778,Italian,350,0,0,0,1,4.6,1510
1,Chennai,80.24243889,13.02239444,"Cafe, Continental",1100,0,0,0,3,4.1,1004
1,Chennai,80.26147,13.044694,"Italian, Mexican, Chinese, Thai, North Indian",1500,1,1,0,3,4.0,1820
1,Chennai,80.251865,13.066762,North Indian,1200,1,1,0,3,4.6,1753
1,Chennai,80.23644167,13.06418056,"South Indian, Chettinad",1000,1,0,0,3,4.2,1714
1,Chennai,80.24998214,12.97279291,"Biryani, North Indian",900,0,1,0,2,3.8,1317
1,Chennai,80.25479067,13.02701773,"European, Cafe, Italian",1200,1,1,0,3,4.3,1607
1,Chennai,80.17456822,13.02627908,"North Indian, Mughlai, Chinese, South Indian",850,1,1,0,2,4.4,645
1,Chennai,80.2752348,13.02628637,"North Indian, Mughlai, Chinese, South Indian",850,1,1,0,2,4.3,742
1,Chennai,80.24226844,13.04964535,"Continental, Cafe, Spanish, Italian, European, Greek, Mediterranean",1500,1,1,0,3,4.5,1210
1,Chennai,80.23311,13.045479,"North Indian, Continental",2000,0,0,0,4,4.4,3848
1,Chennai,80.231598,12.981615,"North Indian, European, Mediterranean",1600,0,0,0,3,4.9,859
1,Chennai,80.21811381,12.98604688,"North Indian, Mediterranean, Asian, Arabian",1400,0,0,0,3,4.6,1267
1,Chennai,80.221898,12.975996,"North Indian, Chinese",900,1,0,0,2,4.0,2272
1,Coimbatore,76.9720757,11.01629845,"Cafe, Continental, Fast Food",800,0,1,0,3,4.6,202
1,Coimbatore,76.995667,11.022477,"South Indian, Chettinad, North Indian",600,0,0,0,2,3.9,318
1,Coimbatore,77.015393,11.025083,Cafe,400,0,1,0,2,3.8,124
1,Coimbatore,77.00700302,11.02483917,Pizza,600,0,1,0,2,3.5,274
1,Coimbatore,76.99959444,11.02216944,Fast Food,500,0,0,0,2,4.3,147
1,Coimbatore,76.99501667,11.02127778,Chinese,1200,0,1,0,3,4.1,243
1,Coimbatore,76.971082,10.96185,"Continental, Fast Food, Desserts, Indian",450,0,0,0,2,3.8,24
1,Coimbatore,76.976268,11.001852,"South Indian, Biryani",350,0,0,0,2,4.5,380
1,Coimbatore,76.98431119,11.00863836,"Continental, Chinese, Thai, Malaysian, North Indian",1200,0,0,0,3,3.8,221
1,Coimbatore,76.9754397,11.0030085,"North Indian, Continental",700,0,1,0,2,3.9,85
1,Coimbatore,76.98624135,11.00175265,"Parsi, North Indian",1200,0,0,0,3,4.2,40
1,Coimbatore,76.98187642,11.00076241,"Cafe, Fast Food",600,0,1,0,2,4.0,132
1,Coimbatore,76.97649444,11.00366944,"North Indian, Chinese, Italian, Mexican",1000,0,0,0,3,4.0,203
1,Coimbatore,76.975525,11.00368056,"Italian, North Indian, Desserts",1500,0,0,0,4,4.0,215
1,Coimbatore,76.95173611,11.00668611,"South Indian, North Indian, Chinese",400,0,0,0,2,4.3,225
1,Coimbatore,76.95295,11.010375,"North Indian, Biryani",1400,0,0,0,3,4.2,299
1,Coimbatore,76.94465239,11.02611735,"Bakery, Desserts",350,0,1,0,2,4.9,200
1,Coimbatore,76.940432,11.02091,"North Indian, Chinese, Street Food",700,0,0,0,2,4.2,221
1,Coimbatore,76.9983492,11.02229761,"Desserts, Ice Cream",300,0,0,0,1,4.3,161
1,Coimbatore,76.96330278,10.99413611,"North Indian, European, Mediterranean",1400,0,0,0,3,4.4,505
1,Dehradun,0.0,0.0,"North Indian, Chinese",800,0,0,0,3,3.6,102
1,Dehradun,0.0,0.0,"South Indian, North Indian, Chinese",500,0,0,0,3,3.8,115
1,Dehradun,78.053162,30.335259,"Desserts, North Indian, Chinese, South Indian, Fast Food, Street Food",650,0,0,0,3,3.9,141
1,Dehradun,78.060221,30.340722,"North Indian, Chinese, Continental",1000,0,0,0,4,3.9,173
1,Dehradun,78.062543,30.346994,"Chinese, Thai, Tibetan",750,0,0,0,3,4.2,406
1,Dehradun,78.06802238,30.36128079,North Indian,1500,0,0,0,4,4.9,50
1,Dehradun,78.06888981,30.36268594,"Chinese, North Indian, Fast Food",0,0,0,0,1,4.3,63
1,Dehradun,78.067079,30.359722,"Mughlai, North Indian",1250,0,0,0,4,4.0,98
1,Dehradun,78.054222,30.332735,"North Indian, Chinese",550,0,0,0,3,3.8,230
1,Dehradun,78.049117,30.328174,Cafe,500,0,0,0,3,4.0,94
1,Dehradun,0.0,0.0,Bakery,350,0,0,0,2,4.1,64
1,Dehradun,0.0,0.0,"Cafe, Chinese",700,0,0,0,3,3.9,131
1,Dehradun,78.070453,30.366322,"Burger, Desserts",600,0,0,0,3,3.9,101
1,Dehradun,78.04026667,30.31952778,"North Indian, Mughlai",600,0,0,0,3,3.9,121
1,Dehradun,0.0,0.0,Cafe,400,0,0,0,2,3.9,39
1,Dehradun,78.061187,30.3425093,"North Indian, Mediterranean, Asian, Chinese",1600,0,0,0,4,4.4,66
1,Dehradun,78.046106,30.327968,"North Indian, Chinese",1200,0,0,0,4,4.0,175
1,Dehradun,0.0,0.0,"Cafe, Chinese, Fast Food",500,0,0,0,3,4.1,104
1,Dehradun,78.07715102,30.37220198,"Cafe, Mexican",500,0,0,0,3,4.2,68
1,Dehradun,0.0,0.0,Cafe,600,0,0,0,3,4.2,89
1,Faridabad,77.3066401,28.4900591,"Chinese, Fast Food, Bakery",250,0,0,0,1,2.9,4
1,Faridabad,77.304776,28.4901567,"North Indian, Chinese",500,0,0,0,2,2.8,16
1,Faridabad,77.305563,28.4901368,North Indian,150,0,0,0,1,2.8,8
1,Faridabad,77.3061016,28.4900979,North Indian,150,0,0,0,1,2.9,8
1,Faridabad,77.3057446,28.490062,Bakery,100,0,0,0,1,2.8,7
1,Faridabad,77.3053835,28.4901198,"Chinese, North Indian, Fast Food",300,0,0,0,1,3.0,4
1,Faridabad,77.2905651,28.4946638,"Fast Food, North Indian",300,0,0,0,1,2.9,4
1,Faridabad,77.2905276,28.4946804,"Raw Meats, North Indian, Fast Food",350,0,0,0,1,3.0,7
1,Faridabad,77.2918292,28.4922473,"Fast Food, Chinese",300,0,0,0,1,2.9,11
1,Faridabad,77.3074479,28.4698631,"North Indian, Mughlai",600,0,1,0,2,2.8,49
1,Faridabad,77.3074479,28.4695043,"Fast Food, Burger",500,0,0,0,2,3.4,58
1,Faridabad,77.3074479,28.4701322,"North Indian, South Indian, Gujarati, Rajasthani",700,0,0,0,2,3.4,233
1,Faridabad,77.3072684,28.4700256,"Chinese, Thai",1100,0,1,0,3,3.8,508
1,Faridabad,77.3074031,28.4693655,"Burger, Desserts, Fast Food",600,0,1,0,2,3.6,98
1,Faridabad,77.3074031,28.4693655,"Cafe, Desserts",900,0,1,0,2,3.6,59
1,Faridabad,77.30706006,28.46980656,"American, Fast Food, Burger",500,0,1,0,2,2.1,57
1,Faridabad,77.3073785,28.4698629,North Indian,1600,0,0,0,3,4.0,299
1,Faridabad,77.3074031,28.4693655,Chinese,1300,0,1,0,3,4.1,239
1,Faridabad,77.3130127,28.3980691,"Ice Cream, Desserts",400,0,0,0,1,3.2,16
1,Faridabad,77.3130127,28.3979794,Fast Food,200,0,1,0,1,2.7,16
1,Faridabad,77.3128332,28.397424,"South Indian, North Indian, Chinese",800,0,1,0,2,3.4,48
1,Faridabad,77.3131025,28.3978083,"North Indian, Mughlai",1000,1,0,0,3,2.4,25
1,Faridabad,77.3139102,28.3868454,"Desserts, Ice Cream",250,0,0,0,1,2.8,12
1,Faridabad,77.2969459,28.4292178,Bakery,1000,0,0,0,3,3.0,15
1,Faridabad,77.3144487,28.383665,Cafe,500,0,0,0,2,3.2,19
1,Faridabad,77.3144877,28.3837046,"Cafe, Chinese, Fast Food",500,0,0,0,2,2.8,8
1,Faridabad,77.3291609,28.3754863,"North Indian, Chinese",450,0,0,0,1,2.8,20
1,Faridabad,77.3266079,28.3689797,"Fast Food, Chinese, Italian",500,0,0,0,2,3.1,11
1,Faridabad,77.3270132,28.3692291,Bakery,150,0,0,0,1,3.0,11
1,Faridabad,77.329628,28.3702087,North Indian,450,0,1,0,1,3.1,7
1,Faridabad,77.3288978,28.3777541,"North Indian, Chinese",700,1,0,0,2,2.9,13
1,Faridabad,77.319026,28.3725172,"North Indian, Mughlai, Chinese",800,1,1,0,2,3.3,25
1,Faridabad,77.3185858,28.371835,Chinese,300,0,0,0,1,3.0,22
1,Faridabad,77.3184832,28.3719511,"North Indian, Chinese",450,0,0,0,1,2.6,26
1,Faridabad,77.32157,28.3692881,"North Indian, Mughlai",700,0,1,0,2,2.9,16
1,Faridabad,77.31429167,28.38339444,Bakery,200,0,0,0,1,2.9,7
1,Faridabad,77.3244365,28.384502,"North Indian, Chinese, Italian",1500,1,1,0,3,3.1,28
1,Faridabad,77.3229299,28.395009,"North Indian, Chinese",600,0,1,0,2,3.2,31
1,Faridabad,77.3222568,28.3949008,"North Indian, South Indian, Chinese, Fast Food, Mithai",400,0,0,0,1,3.4,70
1,Faridabad,77.3236112,28.3952671,Cafe,450,0,0,0,1,3.3,67
1,Faridabad,77.3217184,28.3950296,Pizza,600,0,0,0,2,2.7,35
1,Faridabad,77.3241683,28.3950992,"North Indian, Chinese, Fast Food",500,0,1,0,2,3.4,22
1,Faridabad,77.3235114,28.3951274,Bakery,200,0,0,0,1,3.3,17
1,Faridabad,77.3239437,28.3952906,"North Indian, South Indian, Fast Food, Street Food, Mithai",600,0,1,0,2,2.6,39
1,Faridabad,77.3217312,28.3946937,"Fast Food, Beverages",500,0,0,0,2,3.3,35
1,Faridabad,0.0,0.0,Bakery,500,0,0,0,2,3.4,35
1,Faridabad,77.3224363,28.3951869,"Chinese, Fast Food",400,0,0,0,1,2.7,32
1,Faridabad,77.292179,28.452631,"Fast Food, Desserts, Ice Cream, Beverages",950,0,0,0,2,2.6,14
1,Faridabad,77.323244,28.3950834,"Cafe, North Indian, Chinese, Continental",600,0,0,0,2,2.7,17
1,Faridabad,77.3234608,28.3950913,"Fast Food, North Indian",300,0,0,0,1,3.4,35
1,Faridabad,77.3236479,28.3950766,Italian,1000,0,0,0,3,4.5,799
1,Faridabad,77.3234235,28.3952798,"Bakery, Fast Food",400,0,1,0,1,3.6,62
1,Faridabad,77.3220773,28.3949736,"Burger, Fast Food",300,0,1,0,1,3.5,24
1,Faridabad,77.3235233,28.395196,"Cafe, American, Mexican, Italian, Thai",900,1,0,0,2,3.8,134
1,Faridabad,77.317231,28.393261,Bakery,400,0,0,0,1,3.5,26
1,Faridabad,77.3240517,28.3953389,North Indian,400,0,0,0,1,3.6,93
1,Faridabad,77.3244107,28.3951035,"Raw Meats, North Indian, Chinese, Fast Food",650,0,0,0,2,3.7,280
1,Faridabad,77.3216428,28.3951385,"Ice Cream, Desserts",400,0,0,0,1,3.6,70
1,Faridabad,77.3244107,28.3951932,"Raw Meats, North Indian, Fast Food",350,0,0,0,1,3.5,31
1,Faridabad,77.32343964,28.39483205,Fast Food,250,0,0,0,1,3.6,25
1,Faridabad,77.32328642,28.39527358,"Juices, Beverages",150,0,0,0,1,3.5,18
1,Faridabad,77.3218081,28.3947688,Beverages,400,0,0,0,1,3.6,27
1,Faridabad,77.3244107,28.395283,"North Indian, Mughlai, Chinese",750,0,1,0,2,3.8,27
1,Faridabad,77.29659833,28.43002333,"Bakery, Fast Food",400,0,0,0,1,3.5,39
1,Faridabad,77.3231543,28.3952545,"Bakery, Fast Food",400,0,0,0,1,3.6,126
1,Faridabad,77.3244651,28.3950376,"Fast Food, Bakery",150,0,0,0,1,3.8,75
1,Faridabad,77.3219427,28.3948264,"American, Fast Food, Salad, Healthy Food",500,0,0,0,2,3.5,143
1,Faridabad,77.32380275,28.39572041,"Cafe, Italian, Mexican, Continental",650,0,1,0,2,4.1,153
1,Faridabad,77.3203273,28.4104693,North Indian,400,0,0,0,1,2.9,43
1,Faridabad,77.3201927,28.4107707,Ice Cream,300,0,1,0,1,2.9,4
1,Faridabad,77.3192063,28.4106963,"Chinese, Fast Food",400,0,0,0,1,2.5,25
1,Faridabad,77.3185323,28.4106593,North Indian,400,0,0,0,1,3.1,26
1,Faridabad,77.3190765,28.4108198,"North Indian, Chinese, Continental",500,0,0,0,2,3.0,4
1,Faridabad,77.318667,28.4106772,North Indian,250,0,0,0,1,3.4,22
1,Faridabad,77.3199015,28.4095652,"North Indian, Chinese, Continental",800,1,0,0,2,3.3,14
1,Faridabad,0.0,0.0,North Indian,300,0,0,0,1,3.1,8
1,Faridabad,77.3185772,28.4108878,"Cafe, Chinese",400,0,0,0,1,3.1,8
1,Faridabad,77.3266023,28.4101024,"Chinese, North Indian",400,0,0,0,1,2.8,20
